Date,Open,High,Low,Close,AdjClose,Volume
10/6/16,13.497333,13.614,13.053333,13.434,13.434,237177000
10/13/16,13.366667,13.777333,12.8,13.570667,13.570667,359854500
10/20/16,13.474667,13.646,13.136667,13.482667,13.482667,282685500
10/27/16,14.089333,14.246667,12.500667,12.534667,12.534667,500692500
11/3/16,12.6,13.166,12.263333,12.670667,12.670667,346647000
11/10/16,12.736667,12.774,11.879333,12.262,12.262,369411000
11/17/16,12.232667,13.042667,12.140667,12.876,12.876,374305500
11/24/16,12.909333,13.29,12.5,12.626667,12.626667,223225500
12/1/16,12.55,12.893333,12,12.876667,12.876667,331416000
12/8/16,12.803333,13.533333,12.636,13.246,13.246,289954500
12/15/16,13.227333,14.148667,13.159333,13.846667,13.846667,306019500
12/22/16,13.881333,14.92,13.766667,14.649333,14.649333,262197000
12/29/16,14.570667,15.2,14.064,15.132667,15.132667,387366000
1/5/17,15.094667,15.466667,14.796667,15.315333,15.315333,340948500
1/12/17,15.270667,15.997333,15.038667,15.890667,15.890667,274045500
1/19/17,16.483334,17.230667,16.049999,16.964666,16.964666,424614000
1/26/17,16.952667,17.059334,16.473333,16.615999,16.615999,272916000
2/2/17,16.556,17.557333,16.514,17.472,17.472,246402000
2/9/17,17.75,19.159332,17.740667,18.650667,18.650667,461439000
2/16/17,18.506666,18.896667,17.610001,18.233999,18.233999,416491500
2/23/17,17.6,17.643999,16.134001,16.667999,16.667999,681528000
3/2/17,16.647333,16.926001,16.354668,16.458,16.458,252171000
3/9/17,16.508667,17.4,16.185333,17.048668,17.048668,343461000
3/16/17,17.493334,17.716667,16.682667,17.000668,17.000668,423178500
3/23/17,17.025999,18.712,16.886667,18.492001,18.492001,402931500
3/30/17,18.535999,20.325333,18.421333,19.666668,19.666668,590206500
4/6/17,19.792,20.915333,19.606667,19.789333,19.789333,443100000
4/13/17,19.780001,20.492666,19.686666,20.368,20.368,305355000
4/20/17,20.434,20.966667,20.015333,20.677999,20.677999,407631000
4/27/17,20.779333,21.844,20.5,20.734667,20.734667,439798500
5/4/17,20.496,21.700001,19.384001,21.681334,21.681334,671308500
5/11/17,21.559999,21.799999,20.366667,20.407333,20.407333,410427000
5/18/17,20.466667,21.1,20.232,20.681334,20.681334,360334500
5/25/17,20.734667,22.859333,20.520666,22.733999,22.733999,458437500
6/1/17,22.933332,24.033333,22.280666,23.976667,23.976667,607011000
6/8/17,24.25,25.616667,23.374666,25.377333,25.377333,922003500
6/15/17,24.833332,25.258667,24.432667,25.093332,25.093332,541030500
6/22/17,25.199333,25.799334,24.134666,24.749332,24.749332,508179000
6/29/17,24.707333,24.756666,21.755333,21.806,21.806,561324000
7/6/17,21.150667,22.206667,20.208668,21.968,21.968,1038417000
7/13/17,22.007334,22.110001,20.896667,21.684,21.684,552409500
7/20/17,21.793333,23.040001,21.613333,22.923332,22.923332,457723500
7/27/17,23.066668,23.166668,20.747999,21.726,21.726,646687500
8/3/17,23.021999,24.666668,22.876667,24.235332,24.235332,652054500
8/10/17,24.106667,24.510668,23.574667,24.194,24.194,337152000
8/17/17,24.080667,24.219999,22.123333,23.518,23.518,393117000
8/24/17,23.501333,23.777332,22.583332,23.545334,23.545334,289789500
8/31/17,23.57,23.896,22.770666,22.968666,22.968666,225732000
9/7/17,23.065332,24.584,22.82,24.415333,24.415333,379918500
9/14/17,24.288668,25.974001,24.175333,24.927334,24.927334,467730000
9/21/17,24.993334,25.122,22.700001,22.731333,22.731333,504001500
9/28/17,22.658667,23.908001,22.085333,23.667334,23.667334,510459000
10/5/17,23.733334,24.006666,22.844667,23.639999,23.639999,411633000
10/12/17,23.530001,24.200001,23.143999,23.976667,23.976667,318531000
10/19/17,23.704,23.809999,21.570667,21.722668,21.722668,432379500
10/26/17,21.851999,22.174,21.110666,21.405333,21.405333,455808000
11/2/17,20.008667,20.579332,19.508667,20.292667,20.292667,677865000
11/9/17,20.166668,21.120001,19.753332,20.753332,20.753332,439683000
11/16/17,20.932667,21.778,20.316668,20.84,20.84,599757000
11/23/17,20.919333,21.333332,20.082001,20.502666,20.502666,322753500
11/30/17,20.570667,20.892668,20,20.884001,20.884001,394821000
12/7/17,20.799999,22.948,20.736668,22.601999,22.601999,467127000
12/14/17,22.733999,23.162666,21.669333,21.931999,21.931999,464821500
12/21/17,21.972668,22.249332,20.716667,20.775999,20.775999,265372500
12/28/17,20.783333,21.683332,20.636,21.15,21.15,254508000
1/4/18,20.858,22.586666,20.378668,22.32,22.32,537801000
1/11/18,22.349333,23.266666,22.217333,23.143999,23.143999,375726000
1/18/18,23.044666,24.033333,22.84,23.059334,23.059334,413061000
1/25/18,23.218,23.746,22.380667,23.620667,23.620667,404379000
2/1/18,23.4,23.977333,21.566668,23,23,366363000
2/8/18,22.887333,23.241333,19.650667,21.487333,21.487333,569805000
2/15/18,21.633333,22.874666,21.493334,22.219999,22.219999,281767500
2/22/18,22.368668,23.999332,22.316668,22.870667,22.870667,419914500
3/1/18,23.000668,23.244667,21.449333,22.153334,22.153334,376428000
3/8/18,22.190666,23.147333,21.491333,21.775333,21.775333,469053000
3/15/18,21.958668,22.190001,20.584,21.101999,21.101999,463336500
3/22/18,20.926001,21.254667,16.806667,17.185333,17.185333,822649500
3/29/18,17.099333,19.224667,16.306,19.129333,19.129333,1050387000
4/5/18,19.289333,20.633333,19.213333,20.062,20.062,920458500
4/12/18,20.154667,20.263332,18.834,19.556667,19.556667,522483000
4/19/18,19.405333,20.067333,18.483334,18.712667,18.712667,394662000
4/26/18,18.583332,20.456667,18.433332,20.076668,20.076668,398172000
5/3/18,18.586,20.516666,18.348667,20.456667,20.456667,693856500
5/10/18,20.5,20.865999,18.700001,19.098667,19.098667,492168000
5/17/18,19.059999,19.432667,18.228001,18.604668,18.604668,536790000
5/24/18,18.559999,19.667334,18.326,19.448,19.448,318121500
5/31/18,19.147333,21.478001,18.862,21.299999,21.299999,613566000
6/7/18,21.076668,23.664667,20.905333,22.985332,22.985332,1013268000
6/14/18,23.175333,24.915333,23.083332,24.148001,24.148001,825721500
6/21/18,24.133333,24.414,21.719999,22.966667,22.966667,614260500
6/28/18,23.243999,24.318666,20.646,20.724001,20.724001,688992000
7/5/18,20.917334,21.845333,19.747999,21.264,21.264,724414500
7/12/18,21.428667,21.700001,20.416668,21.59,21.59,480451500
7/19/18,21.088667,21.569332,19.503332,20.582666,20.582666,581049000
7/26/18,20.323334,20.713333,19.075333,20.056,20.056,485313000
8/2/18,21.896,25.830667,21.544001,24.689333,24.689333,1513242000
8/9/18,24.370001,24.467333,22.142668,22.579332,22.579332,829311000
8/16/18,22.660667,22.818666,19.213333,21.442667,21.442667,923146500
8/23/18,21.275999,21.821333,20.246,20.334,20.334,553885500
8/30/18,20.150667,20.354,18.478666,18.716,18.716,429946500
9/6/18,18.986668,19.5,16.816668,19.369333,19.369333,951624000
9/13/18,19.201332,20.176001,18.366667,19.934668,19.934668,672538500
9/20/18,20.237333,20.926001,19.555332,20.638666,20.638666,443517000
9/27/18,20.860001,21.122667,17.370667,19.653334,19.653334,1255123500
10/4/18,19.596666,19.6,16.518,17.125334,17.125334,991609500
10/11/18,17.168667,18.846666,16.601999,18.118668,18.118668,596265000
10/18/18,17.952667,20.296,16.839333,19.233334,19.233334,892246500
10/25/18,21.148001,23.143999,20.067333,22.488001,22.488001,1192548000
11/1/18,22.550667,23.412001,22.009333,23.210667,23.210667,566647500
11/8/18,23.233334,23.838667,22.022667,22.933332,22.933332,444298500
11/15/18,22.822001,24.450001,22.236668,22.546,22.546,513484500
11/22/18,22.290001,23.218666,21.666668,23.191334,23.191334,340209000
11/29/18,23.133333,24.578667,22.550667,23.98,23.98,382173000
12/6/18,23.733999,25.299334,23.384001,24.440001,24.440001,559545000
12/13/18,24.676666,25.191334,21.982668,22.198,22.198,551275500
12/20/18,21.803333,22.019333,19.606001,21.739332,21.739332,462175500
12/27/18,21.322666,22.614,19.92,20.674667,20.674667,547125000
1/3/19,20.466667,22.934,19.825333,22.568666,22.568666,515278500
1/10/19,22.293333,23.466667,22.119333,23.07,23.07,406366500
1/17/19,23.080667,23.433332,18.779333,19.172667,19.172667,786363000
1/24/19,18.868668,20.6,18.618668,20.584667,20.584667,563356500
1/31/19,20.066668,21.615999,19.6,21.148001,21.148001,584790000
2/7/19,20.886667,21.24,19.9,20.544666,20.544666,452305500
2/14/19,20.225332,20.769333,19.933332,20.170668,20.170668,306243000
2/21/19,20.120667,21.086666,19.251333,20.982668,20.982668,615640500
2/28/19,21.261333,21.333332,18.006666,18.416,18.416,1194436500
3/7/19,18.589333,19.466,18.283333,19.264,19.264,600048000
3/14/19,19.496668,19.692667,17.563999,18.24,18.24,763180500
3/21/19,18.173332,18.43,16.964001,18.322001,18.322001,615567000
3/28/19,18.477333,19.744667,18.299999,19.454,19.454,514111500
4/4/19,17.459333,18.743999,17.372667,18.403999,18.403999,902020500
4/11/19,17.886667,18.333332,17.242001,18.082001,18.082001,585298500
4/18/19,18.082001,18.322666,17.049999,17.243999,17.243999,595422000
4/25/19,17,17.266666,15.408667,15.600667,15.600667,1216404000
5/2/19,16.368,17.223333,15.848,16.322666,16.322666,1035117000
5/9/19,16.133333,16.245333,14.966667,15.463333,15.463333,586543500
5/16/19,15.299333,15.4,12.785333,12.848667,12.848667,1237279500
5/23/19,12.956,13.332,12.336,12.657333,12.657333,944478000
5/30/19,12.583333,13.418667,11.799333,13.106,13.106,880738500
6/6/19,13.629333,14.892,13.453333,13.950667,13.950667,1105225500
6/13/19,14.025333,15.649333,13.834,15.095333,15.095333,708141000
6/20/19,14.866667,15.148667,14.366667,14.618,14.618,607585500
6/27/19,14.63,16.104668,14.49,15.66,15.66,672969000
7/4/19,15.638,15.929333,15.152,15.928,15.928,424240500
7/11/19,15.876,17.220667,15.72,16.990667,16.990667,684430500
7/18/19,17.003332,17.738001,16.792667,17.658667,17.658667,521179500
7/25/19,15.566667,16.445333,14.816667,16.107332,16.107332,885097500
8/1/19,16.176666,16.300667,15.05,15.561333,15.561333,476475000
8/8/19,15.63,15.986667,14.446,14.641333,14.641333,423706500
8/15/19,14.724,15.272667,14.103333,14.722,14.722,457308000
8/22/19,14.853333,15.026667,14.066667,14.372667,14.372667,431868000
8/29/19,14.6,15.496,14.533333,14.712,14.712,384228000
9/5/19,14.833333,16.544666,14.723333,16.473333,16.473333,469708500
9/12/19,16.513332,16.9,16.024668,16.232668,16.232668,399870000
9/19/19,16.4,16.529333,14.557333,15.246667,15.246667,567114000
9/26/19,15.377333,16.580667,15.16,16.208668,16.208668,610120500
10/3/19,15.457333,16.486668,14.952,16.302,16.302,700744500
10/10/19,16.351999,17.473333,16.105333,17.316668,17.316668,571209000
10/17/19,17.5,17.652,16.678667,16.978666,16.978666,381019500
10/24/19,19.891333,22.722668,19.280001,21.000668,21.000668,1513851000
10/31/19,20.873333,21.781334,20.617332,21.771999,21.771999,526833000
11/7/19,21.942667,23.755333,21.868,23.073999,23.073999,694540500
11/14/19,23.073999,24.08,22.860666,23.481333,23.481333,451863000
11/21/19,23.634001,24.056,21.806667,22.086,22.086,732346500
11/28/19,22.073999,22.527332,21.833332,22.202,22.202,309702000
12/5/19,22.188667,23.812668,21.816668,23.513332,23.513332,541293000
12/12/19,23.661333,26.348,23.548668,26.209999,26.209999,826902000
12/19/19,26.488001,28.364668,26.433332,28.35,28.35,813511500
12/26/19,28.527332,29.020666,26.805332,27.888666,27.888666,651775500
1/2/20,28.299999,33.232666,28.114,32.809334,32.809334,1297050000
1/9/20,33.139999,36.493999,31.524668,34.566666,34.566666,1714237500
1/16/20,32.916668,39.633331,32.811333,37.970669,37.970669,1268074500
1/23/20,37.616669,39.32,35.952,38.732666,38.732666,1158040500
1/30/20,42.161331,64.599335,41.200001,48.98,48.98,3017289000
2/6/20,46.661331,54.666,45.799999,51.152668,51.152668,1580302500
2/13/20,49.456001,62.985332,49,61.161331,61.161331,1256815500
2/20/20,60.796665,60.870667,51.740665,51.919998,51.919998,1177768500
2/27/20,48.666668,53.798668,40.768002,49.966667,49.966667,1642921500
3/5/20,48.251331,49.716667,40.333332,42.282001,42.282001,1042593000
3/12/20,38.726002,40.504665,23.367332,24.081333,24.081333,1647295500
3/19/20,24.98,37.133331,23.897333,35.950001,35.950001,1785801000
3/26/20,36.492668,37.333332,31.673332,32.104,32.104,1123213500
4/2/20,32.068668,37.666668,29.76,36.589333,36.589333,1318471500
4/9/20,37.472668,50.208668,37.140667,48.655334,48.655334,1354183500
4/16/20,47.796001,51.663334,44.919334,48.807335,48.807335,1243609500
4/23/20,48.506668,53.666668,46.545334,53.367332,53.367332,1178521500
4/30/20,57.012669,57.987999,45.535999,52.172001,52.172001,1625335500
5/7/20,51.813999,56.219334,50.886665,52.730667,52.730667,1186593000
5/14/20,52,55.647999,50.933334,54.370667,54.370667,792183000
5/21/20,54.400002,55.639999,52.333332,54.681999,54.681999,628219500
5/28/20,54.234001,60.577332,53.445999,58.863998,58.863998,832120500
6/4/20,59.325333,68.498665,57.229332,68.33667,68.33667,912388500
6/11/20,66.013336,67.930664,60.566666,66.119331,66.119331,1084785000
6/18/20,66.866669,67.946671,63.542667,64.056664,64.056664,631783500
6/25/20,63.618,75.688667,62.476665,74.641998,74.641998,860718000
7/2/20,81.431999,95.300003,79.040001,91.05867,91.05867,1134315000
7/9/20,93.132668,119.666,90.085335,103.067329,103.067329,1707397500
7/16/20,98.477333,111.666664,97.73333,106.155334,106.155334,1065307500
7/23/20,111.93,112.599998,91.102669,99.940666,99.940666,1275141000
7/30/20,99.199997,101.827332,94.732002,99.001335,99.001335,630019500
8/6/20,99.388664,105.666664,91,103.650665,103.650665,792993000
8/13/20,107.400002,128.259995,104.484001,125.235336,125.235336,1228875000
8/20/20,124.045334,144.399994,123.804001,143.544662,143.544662,1305949500
8/27/20,145.363998,167.496674,135.039993,149.123337,149.123337,1569787800
9/3/20,135.743332,143.933334,109.959999,122.09333,122.09333,1178548500
9/10/20,128.736664,153.979996,120.166664,147.253326,147.253326,1194738600
9/17/20,138.53334,151.893326,125.293335,126.786667,126.786667,1341953400
9/24/20,121.26667,144.643326,117.099998,143.003326,143.003326,935562300
10/1/20,146.919998,149.626663,135.350006,141.766663,141.766663,777504900
10/8/20,146.146667,155.300003,141.766663,153.766663,153.766663,571443900
10/15/20,150.103333,152.190002,139.683334,140.880005,140.880005,506288700
10/22/20,147.306671,148.410004,135.333328,135.339996,135.339996,450261900
10/29/20,136.653336,145.133331,126.370003,140.32666,140.32666,482047500
11/5/20,142.766663,150.833328,132.009995,139.043335,139.043335,397786200
11/12/20,138.350006,165.333328,133.886673,162.213333,162.213333,617091300
11/19/20,164,191.333328,162.523331,191.333328,191.333328,744678600
11/26/20,193.720001,202.600006,180.403336,189.606674,189.606674,565330200
12/3/20,196.67334,218.106674,194.143326,201.493332,201.493332,791457600
12/10/20,191.456665,215.633331,188.779999,207.589996,207.589996,758298300
12/17/20,209.396667,231.666672,204.743332,215.32666,215.32666,1263991800
12/24/20,214.330002,232.199997,213.666672,231.593338,231.593338,362703000
12/31/20,233.330002,258,230.373337,251.993332,251.993332,525699900
1/7/21,259.209991,294.829987,258.399994,284.803345,284.803345,796317600
1/14/21,281.130005,287.666656,273.033325,283.483337,283.483337,363230400
1/21/21,285,300.133331,276.206665,288.053345,288.053345,396679800
1/28/21,273.333344,293.5,260.033325,284.896667,284.896667,388349700
2/4/21,285,292.589996,266.67334,268.273346,268.273346,317744400
2/11/21,270.813324,276.626678,254.003326,266.049988,266.049988,273569700
2/18/21,260.299988,265.59668,206.333328,247.339996,247.339996,532677000
2/25/21,242.050003,245.736664,217.236664,217.733337,217.733337,483568500
3/4/21,218.600006,239.28334,179.830002,222.686661,222.686661,1005696000
3/11/21,233.133331,237.726669,217.003326,233.936661,233.936661,515224500
3/18/21,228.096664,233.206665,208.206665,210.089996,210.089996,539754300
3/25/21,204.333328,224,197.003326,222.643326,222.643326,523453200
4/1/21,229.456665,236.053329,219.806671,223.656662,223.656662,395167200
4/8/21,225.793335,260.263336,223.143326,244.07666,244.07666,504501900
4/15/21,247.699997,249.803329,230.600006,248.039993,248.039993,487017300
4/22/21,247.166672,251.256668,231.199997,231.46666,231.46666,440120400
4/29/21,233.169998,238.490005,219.233337,223.646667,223.646667,444865200
5/6/21,226.919998,230,195.589996,196.630005,196.630005,488921100
5/13/21,200.513336,202.153336,182.32666,187.820007,187.820007,559065600
5/20/21,191.666672,208.723328,190.356674,206.376663,206.376663,444165000
5/27/21,206.746674,211.863327,199.713333,201.706665,201.706665,271485900
6/3/21,200.600006,207.696671,190.406662,199.593338,199.593338,357991500
6/10/21,201.293335,208.496674,197.833328,201.623337,201.623337,301371300
6/17/21,200.630005,219.066666,200.446671,218.856674,218.856674,366999300
6/24/21,224.996674,232.539993,222.536667,226.566666,226.566666,409240500
7/1/21,227.973328,233.333328,212.773331,214.883331,214.883331,263296500
7/8/21,209.456665,231.093338,206.820007,217.793335,217.793335,328344300
7/15/21,219.463333,222.046661,207.096664,218.429993,218.429993,261954300
7/22/21,218.813339,222.733337,209.080002,215.660004,215.660004,311601300
7/29/21,216.596664,242.313339,216.266663,236.973328,236.973328,396869100
8/5/21,238.666672,240.316666,232.543335,235.940002,235.940002,199472400
8/12/21,235.446671,243.300003,216.279999,229.66333,229.66333,302816100
8/19/21,226.070007,238.990005,222.529999,237.066666,237.066666,225447000
8/26/21,236.103333,247.330002,232.539993,244.696671,244.696671,239136000
9/2/21,244.833328,254.816666,241.399994,251.289993,251.289993,200568600
9/9/21,251.136673,254.203339,236.28334,251.943329,251.943329,258291000
9/16/21,250.943329,253.679993,239.539993,250.646667,250.646667,295026900
9/23/21,251.666672,266.333344,248.186661,260.436676,260.436676,323146500
9/30/21,260.333344,268.98999,254.529999,260.916656,260.916656,295608300
10/7/21,261.820007,271.803345,260.303345,270.359985,270.359985,258824400
10/14/21,271.829987,292.649994,271.116669,288.600006,288.600006,260376600
10/21/21,285.333344,364.980011,285.166656,345.953339,345.953339,654467700
10/28/21,356.103333,405.130005,351.399994,404.619995,404.619995,571639800
11/4/21,411.470001,414.496674,329.103333,355.983337,355.983337,547141200
11/11/21,367.589996,373.213318,326.200012,363.003326,363.003326,422199300
11/18/21,368.850006,400.649994,354,372,372,403036800
11/25/21,366.48999,390.946655,360.333344,365,365,243162600
12/2/21,366.353333,371,316.833344,356.320007,356.320007,345090900
12/9/21,353.546661,354.16333,309.416656,325.329987,325.329987,343673700
12/16/21,331.5,338.553345,295.373322,336.290009,336.290009,404841000
12/23/21,335.600006,373,332.519989,362.063324,362.063324,280337100
12/30/21,353.776672,402.666656,351.049988,362.706665,362.706665,372074100
1/6/22,359,371.613342,326.666656,368.73999,368.73999,416118600
1/13/22,369.690002,371.866669,331.666656,331.883331,331.883331,312320100
1/20/22,336.57666,347.220001,283.823334,312.470001,312.470001,516933600
1/27/22,311.119995,314.566681,264.003326,301.886658,301.886658,526265700
2/3/22,294,315.92334,293.506653,310.666656,310.666656,316464000
2/10/22,302.790009,314.603333,283.566681,307.796661,307.796661,322109700
2/17/22,304.420013,306.166656,253.520004,254.679993,254.679993,302225100
2/24/22,233.463333,296.626678,233.333328,293.296661,293.296661,459807000
3/3/22,292.92334,295.480011,260.723328,286.323334,286.323334,340700400
3/10/22,283.816681,284.816681,252.013336,280.07666,280.07666,347707800
3/17/22,276.996674,346.899994,275.23999,333.036682,333.036682,475523400
3/24/22,336.57666,371.589996,329.600006,364.66333,364.66333,366938400
3/31/22,364.856659,384.290009,342.566681,348.58667,348.58667,354715200
4/7/22,350.796661,358.863342,324.366669,340.790009,340.790009,314915100
4/14/22,333.09668,344.980011,324.470001,325.733337,325.733337,230696400
4/21/22,358.243347,364.073334,291.666656,293.83667,293.83667,456544200
4/28/22,299.993347,318.5,273.899994,317.540009,317.540009,434216400
5/5/22,313.006653,315.200012,242.399994,244.666672,244.666672,437858700
5/12/22,233.666672,262.450012,226.666672,236.603333,236.603333,486610200
5/19/22,235.666672,244.666672,206.856674,219.600006,219.600006,505405200
5/26/22,220.473328,259.600006,217.886673,246.789993,246.789993,374460600
6/2/22,244.156662,264.209991,230.093338,241.866669,241.866669,439090500
6/9/22,249.339996,255.546661,211.736664,233,233,513915900
6/16/22,222.736664,246.833328,208.693329,236.08667,236.08667,423933000
6/23/22,237.906662,252.070007,222.273331,228.490005,228.490005,462440100
6/30/22,224.509995,234.563339,216.166672,231.733337,231.733337,325495500
7/7/22,233.919998,254.979996,225.03334,237.039993,237.039993,468911400
7/14/22,234.896667,250.66333,229.333328,247.5,247.5,400532400
7/21/22,255.106674,280.786682,254.866669,274.820007,274.820007,464509200
7/28/22,280.066681,311.876678,272.799988,307.396667,307.396667,472747500
8/4/22,311,313.606659,279.353333,294.356659,294.356659,465586500
8/11/22,296.513336,314.666656,285.033325,303.996674,303.996674,396073800
8/18/22,306,306.5,286.296661,297.09668,297.09668,285983700
8/25/22,302.359985,302.959991,271.809998,275.609985,275.609985,254907700
9/1/22,272.579987,283.839996,265.73999,283.700012,283.700012,211066000
9/8/22,281.299988,306,279.76001,302.609985,302.609985,297584100
9/15/22,301.829987,313.799988,295.600006,300.799988,300.799988,336313000
9/22/22,299.859985,301.290009,270.309998,287.809998,287.809998,308960700
9/29/22,282.76001,283.649994,233.270004,240.809998,240.809998,440271900
10/6/22,239.440002,244.580002,211.509995,217.240005,217.240005,365014100
10/13/22,208.300003,229.820007,204.160004,222.039993,222.039993,407499700
10/20/22,208.279999,230.600006,198.589996,224.639999,224.639999,475479100
10/27/22,229.770004,237.399994,214.820007,214.979996,214.979996,318104600
